"Soort bromfiets";"Perioden";"Regio's";"Voertuigen met bromfietskenteken (aantal)";"Voertuigen per 1000 inwoners (aantal)"
"Voertuigen met bromfietskenteken";"2015";"Eemnes";"816";"93"
"Voertuigen met bromfietskenteken";"2016";"Eemnes";"850";"96"
"Voertuigen met bromfietskenteken";"2017";"Eemnes";"893";"99"
"Voertuigen met bromfietskenteken";"2007";"Eemsmond";"695";"42"
"Voertuigen met bromfietskenteken";"2008";"Eemsmond";"691";"42"
"Voertuigen met bromfietskenteken";"2009";"Eemsmond";"760";"46"
"Voertuigen met bromfietskenteken";"2010";"Eemsmond";"830";"51"
"Voertuigen met bromfietskenteken";"2011";"Eemsmond";"878";"54"
"Voertuigen met bromfietskenteken";"2012";"Eemsmond";"933";"57"
"Voertuigen met bromfietskenteken";"2013";"Eemsmond";"897";"56"
"Voertuigen met bromfietskenteken";"2014";"Eemsmond";"881";"55"
"Voertuigen met bromfietskenteken";"2015";"Eemsmond";"834";"53"
"Voertuigen met bromfietskenteken";"2016";"Eemsmond";"871";"55"
"Voertuigen met bromfietskenteken";"2017";"Eemsmond";"852";"54"
"Voertuigen met bromfietskenteken";"2007";"Eersel";"864";"48"
"Voertuigen met bromfietskenteken";"2008";"Eersel";"929";"51"
"Voertuigen met bromfietskenteken";"2009";"Eersel";"1080";"60"
"Voertuigen met bromfietskenteken";"2010";"Eersel";"1180";"65"
"Voertuigen met bromfietskenteken";"2011";"Eersel";"1276";"70"
"Voertuigen met bromfietskenteken";"2012";"Eersel";"1341";"74"
"Voertuigen met bromfietskenteken";"2013";"Eersel";"1307";"72"
"Voertuigen met bromfietskenteken";"2014";"Eersel";"1340";"74"
"Voertuigen met bromfietskenteken";"2015";"Eersel";"1336";"73"
"Voertuigen met bromfietskenteken";"2016";"Eersel";"1400";"75"
"Voertuigen met bromfietskenteken";"2017";"Eersel";"1404";"76"
"Voertuigen met bromfietskenteken";"2007";"Eijsden";"584";"50"
"Voertuigen met bromfietskenteken";"2008";"Eijsden";"661";"58"
"Voertuigen met bromfietskenteken";"2009";"Eijsden";"743";"65"
"Voertuigen met bromfietskenteken";"2010";"Eijsden";"832";"73"
"Voertuigen met bromfietskenteken";"2011";"Eijsden";"";""
"Voertuigen met bromfietskenteken";"2012";"Eijsden";"";""
"Voertuigen met bromfietskenteken";"2013";"Eijsden";"";""
"Voertuigen met bromfietskenteken";"2014";"Eijsden";"";""
"Voertuigen met bromfietskenteken";"2015";"Eijsden";"";""
"Voertuigen met bromfietskenteken";"2016";"Eijsden";"";""
"Voertuigen met bromfietskenteken";"2017";"Eijsden";"";""
"Voertuigen met bromfietskenteken";"2007";"Eijsden-Margraten";"";""
"Voertuigen met bromfietskenteken";"2008";"Eijsden-Margraten";"";""
"Voertuigen met bromfietskenteken";"2009";"Eijsden-Margraten";"";""
"Voertuigen met bromfietskenteken";"2010";"Eijsden-Margraten";"";""
"Voertuigen met bromfietskenteken";"2011";"Eijsden-Margraten";"1923";"77"
"Voertuigen met bromfietskenteken";"2012";"Eijsden-Margraten";"2015";"81"
"Voertuigen met bromfietskenteken";"2013";"Eijsden-Margraten";"2080";"83"
"Voertuigen met bromfietskenteken";"2014";"Eijsden-Margraten";"2161";"87"
"Voertuigen met bromfietskenteken";"2015";"Eijsden-Margraten";"2159";"86"
"Voertuigen met bromfietskenteken";"2016";"Eijsden-Margraten";"2158";"86"
"Voertuigen met bromfietskenteken";"2017";"Eijsden-Margraten";"2183";"86"
"Voertuigen met bromfietskenteken";"2007";"Eindhoven";"9849";"47"
"Voertuigen met bromfietskenteken";"2008";"Eindhoven";"11064";"53"
"Voertuigen met bromfietskenteken";"2009";"Eindhoven";"12641";"60"
"Voertuigen met bromfietskenteken";"2010";"Eindhoven";"13843";"65"
"Voertuigen met bromfietskenteken";"2011";"Eindhoven";"14955";"69"
"Voertuigen met bromfietskenteken";"2012";"Eindhoven";"15546";"72"
"Voertuigen met bromfietskenteken";"2013";"Eindhoven";"15651";"72"
"Voertuigen met bromfietskenteken";"2014";"Eindhoven";"15829";"72"
"Voertuigen met bromfietskenteken";"2015";"Eindhoven";"15998";"72"
"Voertuigen met bromfietskenteken";"2016";"Eindhoven";"16001";"71"
"Voertuigen met bromfietskenteken";"2017";"Eindhoven";"15995";"71"
"Voertuigen met bromfietskenteken";"2007";"Elburg";"1059";"48"
"Voertuigen met bromfietskenteken";"2008";"Elburg";"1141";"51"
"Voertuigen met bromfietskenteken";"2009";"Elburg";"1208";"55"
"Voertuigen met bromfietskenteken";"2010";"Elburg";"1343";"61"
"Voertuigen met bromfietskenteken";"2011";"Elburg";"1399";"63"
"Voertuigen met bromfietskenteken";"2012";"Elburg";"1422";"63"
"Voertuigen met bromfietskenteken";"2013";"Elburg";"1370";"61"
"Voertuigen met bromfietskenteken";"2014";"Elburg";"1364";"60"
"Voertuigen met bromfietskenteken";"2015";"Elburg";"1336";"58"
"Voertuigen met bromfietskenteken";"2016";"Elburg";"1374";"60"
"Voertuigen met bromfietskenteken";"2017";"Elburg";"1402";"61"
"Voertuigen met bromfietskenteken";"2007";"Emmen";"3923";"36"
"Voertuigen met bromfietskenteken";"2008";"Emmen";"4295";"39"
"Voertuigen met bromfietskenteken";"2009";"Emmen";"4712";"43"
"Voertuigen met bromfietskenteken";"2010";"Emmen";"5075";"46"
"Voertuigen met bromfietskenteken";"2011";"Emmen";"5491";"50"
"Voertuigen met bromfietskenteken";"2012";"Emmen";"5762";"53"
"Voertuigen met bromfietskenteken";"2013";"Emmen";"6054";"56"
"Voertuigen met bromfietskenteken";"2014";"Emmen";"6406";"59"
"Voertuigen met bromfietskenteken";"2015";"Emmen";"6827";"63"
"Voertuigen met bromfietskenteken";"2016";"Emmen";"6950";"65"
"Voertuigen met bromfietskenteken";"2017";"Emmen";"7188";"67"
"Voertuigen met bromfietskenteken";"2007";"Enkhuizen";"831";"47"
"Voertuigen met bromfietskenteken";"2008";"Enkhuizen";"914";"51"
"Voertuigen met bromfietskenteken";"2009";"Enkhuizen";"959";"53"
"Voertuigen met bromfietskenteken";"2010";"Enkhuizen";"1009";"56"
"Voertuigen met bromfietskenteken";"2011";"Enkhuizen";"1064";"59"
"Voertuigen met bromfietskenteken";"2012";"Enkhuizen";"1069";"59"
"Voertuigen met bromfietskenteken";"2013";"Enkhuizen";"1076";"59"
"Voertuigen met bromfietskenteken";"2014";"Enkhuizen";"1088";"59"
"Voertuigen met bromfietskenteken";"2015";"Enkhuizen";"1110";"61"
"Voertuigen met bromfietskenteken";"2016";"Enkhuizen";"1106";"60"
"Voertuigen met bromfietskenteken";"2017";"Enkhuizen";"1136";"61"
"Voertuigen met bromfietskenteken";"2007";"Enschede";"6533";"42"
"Voertuigen met bromfietskenteken";"2008";"Enschede";"7168";"46"
"Voertuigen met bromfietskenteken";"2009";"Enschede";"7925";"51"
"Voertuigen met bromfietskenteken";"2010";"Enschede";"8659";"55"
"Voertuigen met bromfietskenteken";"2011";"Enschede";"9374";"59"
"Voertuigen met bromfietskenteken";"2012";"Enschede";"9976";"63"
"Voertuigen met bromfietskenteken";"2013";"Enschede";"10633";"67"
"Voertuigen met bromfietskenteken";"2014";"Enschede";"10967";"69"
"Voertuigen met bromfietskenteken";"2015";"Enschede";"11314";"71"
"Voertuigen met bromfietskenteken";"2016";"Enschede";"11658";"74"
"Voertuigen met bromfietskenteken";"2017";"Enschede";"11895";"75"
"Voertuigen met bromfietskenteken";"2007";"Epe";"2156";"65"
"Voertuigen met bromfietskenteken";"2008";"Epe";"2198";"67"
"Voertuigen met bromfietskenteken";"2009";"Epe";"2297";"70"
"Voertuigen met bromfietskenteken";"2010";"Epe";"2453";"75"
"Voertuigen met bromfietskenteken";"2011";"Epe";"2536";"77"
"Voertuigen met bromfietskenteken";"2012";"Epe";"2580";"79"
"Voertuigen met bromfietskenteken";"2013";"Epe";"2619";"81"
"Voertuigen met bromfietskenteken";"2014";"Epe";"2652";"82"
"Voertuigen met bromfietskenteken";"2015";"Epe";"2654";"82"
"Voertuigen met bromfietskenteken";"2016";"Epe";"2803";"87"
"Voertuigen met bromfietskenteken";"2017";"Epe";"2878";"88"
"Voertuigen met bromfietskenteken";"2007";"Ermelo";"912";"35"
"Voertuigen met bromfietskenteken";"2008";"Ermelo";"1002";"38"
"Voertuigen met bromfietskenteken";"2009";"Ermelo";"1113";"42"
"Voertuigen met bromfietskenteken";"2010";"Ermelo";"1218";"46"
"Voertuigen met bromfietskenteken";"2011";"Ermelo";"1350";"52"
"Voertuigen met bromfietskenteken";"2012";"Ermelo";"1343";"51"
"Voertuigen met bromfietskenteken";"2013";"Ermelo";"1369";"52"
"Voertuigen met bromfietskenteken";"2014";"Ermelo";"1423";"55"
"Voertuigen met bromfietskenteken";"2015";"Ermelo";"1437";"55"
"Voertuigen met bromfietskenteken";"2016";"Ermelo";"1493";"56"
"Voertuigen met bromfietskenteken";"2017";"Ermelo";"1517";"57"
"Voertuigen met bromfietskenteken";"2007";"Etten-Leur";"1241";"31"
"Voertuigen met bromfietskenteken";"2008";"Etten-Leur";"1381";"34"
"Voertuigen met bromfietskenteken";"2009";"Etten-Leur";"1527";"37"
"Voertuigen met bromfietskenteken";"2010";"Etten-Leur";"1595";"38"
"Voertuigen met bromfietskenteken";"2011";"Etten-Leur";"1732";"41"
"Voertuigen met bromfietskenteken";"2012";"Etten-Leur";"1749";"42"
"Voertuigen met bromfietskenteken";"2013";"Etten-Leur";"1807";"43"
"Voertuigen met bromfietskenteken";"2014";"Etten-Leur";"1882";"44"
"Voertuigen met bromfietskenteken";"2015";"Etten-Leur";"1933";"45"
"Voertuigen met bromfietskenteken";"2016";"Etten-Leur";"1967";"46"
"Voertuigen met bromfietskenteken";"2017";"Etten-Leur";"2056";"48"
"Voertuigen met bromfietskenteken";"2007";"Ferwerderadiel";"556";"63"
"Voertuigen met bromfietskenteken";"2008";"Ferwerderadiel";"513";"58"
"Voertuigen met bromfietskenteken";"2009";"Ferwerderadiel";"534";"61"
"Voertuigen met bromfietskenteken";"2010";"Ferwerderadiel";"545";"62"
"Voertuigen met bromfietskenteken";"2011";"Ferwerderadiel";"547";"62"
"Voertuigen met bromfietskenteken";"2012";"Ferwerderadiel";"530";"60"
"Voertuigen met bromfietskenteken";"2013";"Ferwerderadiel";"514";"58"
"Voertuigen met bromfietskenteken";"2014";"Ferwerderadiel";"495";"56"
"Voertuigen met bromfietskenteken";"2015";"Ferwerderadiel";"511";"58"
"Voertuigen met bromfietskenteken";"2016";"Ferwerderadiel";"513";"59"
"Voertuigen met bromfietskenteken";"2017";"Ferwerderadiel";"543";"62"
"Voertuigen met bromfietskenteken";"2007";"Franekeradeel";"828";"40"
"Voertuigen met bromfietskenteken";"2008";"Franekeradeel";"931";"45"
"Voertuigen met bromfietskenteken";"2009";"Franekeradeel";"1019";"50"
"Voertuigen met bromfietskenteken";"2010";"Franekeradeel";"1073";"52"
"Voertuigen met bromfietskenteken";"2011";"Franekeradeel";"1122";"54"
"Voertuigen met bromfietskenteken";"2012";"Franekeradeel";"1102";"54"
"Voertuigen met bromfietskenteken";"2013";"Franekeradeel";"1187";"58"
"Voertuigen met bromfietskenteken";"2014";"Franekeradeel";"1177";"58"
"Voertuigen met bromfietskenteken";"2015";"Franekeradeel";"1204";"59"
"Voertuigen met bromfietskenteken";"2016";"Franekeradeel";"1207";"60"
"Voertuigen met bromfietskenteken";"2017";"Franekeradeel";"1237";"61"
"Voertuigen met bromfietskenteken";"2007";"De Friese Meren";"";""
"Voertuigen met bromfietskenteken";"2008";"De Friese Meren";"";""
"Voertuigen met bromfietskenteken";"2009";"De Friese Meren";"";""
"Voertuigen met bromfietskenteken";"2010";"De Friese Meren";"";""
"Voertuigen met bromfietskenteken";"2011";"De Friese Meren";"";""
"Voertuigen met bromfietskenteken";"2012";"De Friese Meren";"";""
"Voertuigen met bromfietskenteken";"2013";"De Friese Meren";"";""
"Voertuigen met bromfietskenteken";"2014";"De Friese Meren";"2727";"53"
"Voertuigen met bromfietskenteken";"2015";"De Friese Meren";"2700";"53"
"Voertuigen met bromfietskenteken";"2016";"De Friese Meren";"";""
"Voertuigen met bromfietskenteken";"2017";"De Friese Meren";"";""
"Voertuigen met bromfietskenteken";"2007";"De Fryske Marren";"";""
"Voertuigen met bromfietskenteken";"2008";"De Fryske Marren";"";""
"Voertuigen met bromfietskenteken";"2009";"De Fryske Marren";"";""
"Voertuigen met bromfietskenteken";"2010";"De Fryske Marren";"";""
"Voertuigen met bromfietskenteken";"2011";"De Fryske Marren";"";""
"Voertuigen met bromfietskenteken";"2012";"De Fryske Marren";"";""
"Voertuigen met bromfietskenteken";"2013";"De Fryske Marren";"";""
"Voertuigen met bromfietskenteken";"2014";"De Fryske Marren";"";""
"Voertuigen met bromfietskenteken";"2015";"De Fryske Marren";"";""
"Voertuigen met bromfietskenteken";"2016";"De Fryske Marren";"2723";"53"
"Voertuigen met bromfietskenteken";"2017";"De Fryske Marren";"2773";"54"
"Voertuigen met bromfietskenteken";"2007";"Gaasterlân-Sleat";"405";"40"
"Voertuigen met bromfietskenteken";"2008";"Gaasterlân-Sleat";"424";"42"
"Voertuigen met bromfietskenteken";"2009";"Gaasterlân-Sleat";"499";"49"
"Voertuigen met bromfietskenteken";"2010";"Gaasterlân-Sleat";"581";"56"
"Voertuigen met bromfietskenteken";"2011";"Gaasterlân-Sleat";"677";"66"
"Voertuigen met bromfietskenteken";"2012";"Gaasterlân-Sleat";"694";"68"
"Voertuigen met bromfietskenteken";"2013";"Gaasterlân-Sleat";"701";"69"
"Voertuigen met bromfietskenteken";"2014";"Gaasterlân-Sleat";"";""
"Voertuigen met bromfietskenteken";"2015";"Gaasterlân-Sleat";"";""
"Voertuigen met bromfietskenteken";"2016";"Gaasterlân-Sleat";"";""
"Voertuigen met bromfietskenteken";"2017";"Gaasterlân-Sleat";"";""
"Voertuigen met bromfietskenteken";"2007";"Geertruidenberg";"709";"34"
"Voertuigen met bromfietskenteken";"2008";"Geertruidenberg";"763";"37"
"Voertuigen met bromfietskenteken";"2009";"Geertruidenberg";"816";"39"
"Voertuigen met bromfietskenteken";"2010";"Geertruidenberg";"863";"41"
"Voertuigen met bromfietskenteken";"2011";"Geertruidenberg";"929";"44"
"Voertuigen met bromfietskenteken";"2012";"Geertruidenberg";"915";"43"
"Voertuigen met bromfietskenteken";"2013";"Geertruidenberg";"956";"44"
"Voertuigen met bromfietskenteken";"2014";"Geertruidenberg";"974";"45"
"Voertuigen met bromfietskenteken";"2015";"Geertruidenberg";"967";"45"
"Voertuigen met bromfietskenteken";"2016";"Geertruidenberg";"1028";"48"
"Voertuigen met bromfietskenteken";"2017";"Geertruidenberg";"1055";"49"
"Voertuigen met bromfietskenteken";"2007";"Geldermalsen";"1245";"47"
"Voertuigen met bromfietskenteken";"2008";"Geldermalsen";"1285";"49"
"Voertuigen met bromfietskenteken";"2009";"Geldermalsen";"1355";"52"
"Voertuigen met bromfietskenteken";"2010";"Geldermalsen";"1472";"56"
"Voertuigen met bromfietskenteken";"2011";"Geldermalsen";"1595";"61"
"Voertuigen met bromfietskenteken";"2012";"Geldermalsen";"1582";"60"
"Voertuigen met bromfietskenteken";"2013";"Geldermalsen";"1562";"60"
"Voertuigen met bromfietskenteken";"2014";"Geldermalsen";"1555";"59"
"Voertuigen met bromfietskenteken";"2015";"Geldermalsen";"1563";"59"
"Voertuigen met bromfietskenteken";"2016";"Geldermalsen";"1594";"61"
"Voertuigen met bromfietskenteken";"2017";"Geldermalsen";"1613";"61"
"Voertuigen met bromfietskenteken";"2007";"Geldrop-Mierlo";"1796";"47"
"Voertuigen met bromfietskenteken";"2008";"Geldrop-Mierlo";"1976";"52"
"Voertuigen met bromfietskenteken";"2009";"Geldrop-Mierlo";"2277";"60"
"Voertuigen met bromfietskenteken";"2010";"Geldrop-Mierlo";"2547";"67"
"Voertuigen met bromfietskenteken";"2011";"Geldrop-Mierlo";"2715";"71"
"Voertuigen met bromfietskenteken";"2012";"Geldrop-Mierlo";"2732";"71"
"Voertuigen met bromfietskenteken";"2013";"Geldrop-Mierlo";"2893";"75"
"Voertuigen met bromfietskenteken";"2014";"Geldrop-Mierlo";"2902";"75"
"Voertuigen met bromfietskenteken";"2015";"Geldrop-Mierlo";"3013";"77"
"Voertuigen met bromfietskenteken";"2016";"Geldrop-Mierlo";"3058";"79"
"Voertuigen met bromfietskenteken";"2017";"Geldrop-Mierlo";"3029";"78"
"Voertuigen met bromfietskenteken";"2007";"Gemert-Bakel";"2216";"79"
"Voertuigen met bromfietskenteken";"2008";"Gemert-Bakel";"2310";"82"
"Voertuigen met bromfietskenteken";"2009";"Gemert-Bakel";"2407";"84"
"Voertuigen met bromfietskenteken";"2010";"Gemert-Bakel";"2552";"89"
"Voertuigen met bromfietskenteken";"2011";"Gemert-Bakel";"2649";"92"
"Voertuigen met bromfietskenteken";"2012";"Gemert-Bakel";"2723";"94"
"Voertuigen met bromfietskenteken";"2013";"Gemert-Bakel";"2758";"95"
"Voertuigen met bromfietskenteken";"2014";"Gemert-Bakel";"2753";"94"
"Voertuigen met bromfietskenteken";"2015";"Gemert-Bakel";"2793";"95"
"Voertuigen met bromfietskenteken";"2016";"Gemert-Bakel";"2816";"95"
"Voertuigen met bromfietskenteken";"2017";"Gemert-Bakel";"2852";"95"
"Voertuigen met bromfietskenteken";"2007";"Gennep";"543";"32"
"Voertuigen met bromfietskenteken";"2008";"Gennep";"591";"35"
"Voertuigen met bromfietskenteken";"2009";"Gennep";"651";"38"
"Voertuigen met bromfietskenteken";"2010";"Gennep";"718";"42"
"Voertuigen met bromfietskenteken";"2011";"Gennep";"775";"45"
"Voertuigen met bromfietskenteken";"2012";"Gennep";"818";"47"
"Voertuigen met bromfietskenteken";"2013";"Gennep";"881";"51"
"Voertuigen met bromfietskenteken";"2014";"Gennep";"885";"51"
"Voertuigen met bromfietskenteken";"2015";"Gennep";"925";"54"
"Voertuigen met bromfietskenteken";"2016";"Gennep";"964";"56"
"Voertuigen met bromfietskenteken";"2017";"Gennep";"1016";"59"
"Voertuigen met bromfietskenteken";"2007";"Giessenlanden";"734";"51"
"Voertuigen met bromfietskenteken";"2008";"Giessenlanden";"776";"54"
"Voertuigen met bromfietskenteken";"2009";"Giessenlanden";"847";"59"
"Voertuigen met bromfietskenteken";"2010";"Giessenlanden";"941";"65"
"Voertuigen met bromfietskenteken";"2011";"Giessenlanden";"944";"65"
"Voertuigen met bromfietskenteken";"2012";"Giessenlanden";"976";"67"
"Voertuigen met bromfietskenteken";"2013";"Giessenlanden";"998";"69"
"Voertuigen met bromfietskenteken";"2014";"Giessenlanden";"983";"68"
"Voertuigen met bromfietskenteken";"2015";"Giessenlanden";"1000";"69"
"Voertuigen met bromfietskenteken";"2016";"Giessenlanden";"1023";"70"
"Voertuigen met bromfietskenteken";"2017";"Giessenlanden";"1055";"72"
"Voertuigen met bromfietskenteken";"2007";"Gilze en Rijen";"971";"38"
"Voertuigen met bromfietskenteken";"2008";"Gilze en Rijen";"1097";"43"
"Voertuigen met bromfietskenteken";"2009";"Gilze en Rijen";"1234";"48"
"Voertuigen met bromfietskenteken";"2010";"Gilze en Rijen";"1353";"52"
"Voertuigen met bromfietskenteken";"2011";"Gilze en Rijen";"1446";"56"
"Voertuigen met bromfietskenteken";"2012";"Gilze en Rijen";"1447";"56"
"Voertuigen met bromfietskenteken";"2013";"Gilze en Rijen";"1424";"55"
"Voertuigen met bromfietskenteken";"2014";"Gilze en Rijen";"1428";"55"
"Voertuigen met bromfietskenteken";"2015";"Gilze en Rijen";"1466";"56"
"Voertuigen met bromfietskenteken";"2016";"Gilze en Rijen";"1479";"57"
"Voertuigen met bromfietskenteken";"2017";"Gilze en Rijen";"1479";"56"
"Voertuigen met bromfietskenteken";"2007";"Goedereede";"538";"46"
"Voertuigen met bromfietskenteken";"2008";"Goedereede";"573";"49"
"Voertuigen met bromfietskenteken";"2009";"Goedereede";"643";"56"
"Voertuigen met bromfietskenteken";"2010";"Goedereede";"711";"62"
"Voertuigen met bromfietskenteken";"2011";"Goedereede";"769";"67"
"Voertuigen met bromfietskenteken";"2012";"Goedereede";"773";"68"
"Voertuigen met bromfietskenteken";"2013";"Goedereede";"";""
"Voertuigen met bromfietskenteken";"2014";"Goedereede";"";""
"Voertuigen met bromfietskenteken";"2015";"Goedereede";"";""
"Voertuigen met bromfietskenteken";"2016";"Goedereede";"";""
"Voertuigen met bromfietskenteken";"2017";"Goedereede";"";""
"Voertuigen met bromfietskenteken";"2007";"Goeree-Overflakkee";"";""
"Voertuigen met bromfietskenteken";"2008";"Goeree-Overflakkee";"";""
"Voertuigen met bromfietskenteken";"2009";"Goeree-Overflakkee";"";""
"Voertuigen met bromfietskenteken";"2010";"Goeree-Overflakkee";"";""
"Voertuigen met bromfietskenteken";"2011";"Goeree-Overflakkee";"";""
"Voertuigen met bromfietskenteken";"2012";"Goeree-Overflakkee";"";""
"Voertuigen met bromfietskenteken";"2013";"Goeree-Overflakkee";"2770";"57"
"Voertuigen met bromfietskenteken";"2014";"Goeree-Overflakkee";"2795";"58"
"Voertuigen met bromfietskenteken";"2015";"Goeree-Overflakkee";"2777";"58"
